pl_name,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_rade,pl_bmasse,pl_dens,hostname,sy_dist,st_mass,st_spectype,st_lum,st_teff,st_met,st_age
Kepler-1658 b,Transit,2019,0,3.84937278,11.994,1868.8404,6.36,Kepler-1658,788.238,1.45,,1.206,6216.0,-0.18,2.01
Kepler-435 b,Transit,2015,0,8.6001536,22.31,266.97,0.131,Kepler-435,1418.77,1.54,,1.129,6161.0,-0.18,2.25
Kepler-718 b,Transit,2016,0,2.0523499,16.56,41600.0,50.3,Kepler-718,1302.33,1.18,,0.134,6191.0,0.06,2.5700000000000003
Kepler-723 b,Transit,2016,0,4.08227507,12.19,,,Kepler-723,1071.8,0.92,,-0.17200000000000001,5539.0,0.0,4.57
Kepler-1972 c,Transit,2014,0,11.3295,0.868,2.11,18.4,Kepler-1972,287.339,1.12,,0.294,5818.0,0.23,7.4
Kepler-425 b,Transit,2014,0,3.79701816,10.962,79.45,0.26999999999999996,Kepler-425,646.647,0.93,K1 V,-0.323,5170.0,0.24,5.0
Kepler-548 b,Transit,2016,0,4.45419434,11.99,,,Kepler-548,751.776,0.93,,-0.201,5535.0,0.0,4.37
Kepler-731 b,Transit,2016,0,3.85560355,13.88,,,Kepler-731,1257.16,1.03,,0.035,5849.0,0.04,3.8
HAT-P-7 b,Transit,2008,0,2.20474,16.926,584.8072,0.712,HAT-P-7,341.079,1.56,,0.8140000000000001,6389.0,0.26,2.07
Kepler-7 b,Transit,2009,0,4.8854892,18.181,140.16303,0.13999999999999999,Kepler-7,922.562,1.3599999999999999,,0.6960000000000001,5933.0,0.11,2.9
KOI-12 b,Transit,2015,0,17.855182,13.787,349.613,0.733,KOI-12,399.398,1.5,,0.626,6635.0,0.081,1.45
Kepler-74 b,Transit,2013,0,7.340711,10.76,200.22,0.88,Kepler-74,1177.55,1.18,F8 V,0.332,6000.0,0.42,0.8
HAT-P-11 b,Transit,2008,0,4.88780244,4.36,26.69772,1.68,HAT-P-11,37.7647,0.81,K4,-0.5670000000000001,4780.0,0.31,6.5
Kepler-670 b,Transit,2016,0,2.8165048500000003,13.18,,,Kepler-670,939.744,0.99,,-0.1,5709.0,0.07,4.79
HAT-P-1 b,Transit,2006,0,4.46529976,14.785,166.86075,0.282,HAT-P-1,158.979,1.15,G0 V,0.225,5980.0,0.13,3.6
TOI-1075 b,Transit,2022,0,0.6047328,1.791,9.95,9.32,TOI-1075,61.4592,0.6,K9 V/M0 V,-1.1440000000000001,3875.0,-0.08,6.0
HATS-15 b,Transit,2016,0,1.74748753,12.386,689.6911,1.97,HATS-15,1139.55,0.87,G9 V,-0.20400000000000001,5311.0,0.0,11.0
GJ 3341 b,Radial Velocity,2015,0,14.207,2.46,6.6,2.44,GJ 3341,23.619,0.47000000000000003,M2.5,-1.538,3526.0,-0.09,
GJ 581 b,Radial Velocity,2005,0,5.3686,4.11,15.8,1.25,GJ 581,6.2981,0.31,M3 V,-1.885,3396.0,-0.088,4.3
G 264-012 b,Radial Velocity,2021,0,2.30538,1.3900000000000001,2.5,5.12,G 264-012,16.009,0.3,M4.0 V,-1.972,3326.0,0.1,
EPIC 201833600 c,Transit,2019,0,3.96151,1.0,0.9720000000000001,5.34,K2-50,257.443,0.61,,-0.874,4292.67,-0.113,
EPIC 249893012 b,Transit,2020,0,3.5951,1.9500000000000002,8.75,6.39,EPIC 249893012,321.296,1.05,G8 IV/V,0.356,5430.0,0.2,9.0
EPIC 249893012 c,Transit,2020,0,15.624,3.67,14.67,1.62,EPIC 249893012,321.296,1.05,G8 IV/V,0.356,5430.0,0.2,9.0
GJ 3293 d,Radial Velocity,2017,0,48.1345,2.67,7.6,2.19,GJ 3293,20.1903,0.42,M2.5,-1.658,3466.0,0.02,
GJ 3998 c,Radial Velocity,2016,0,13.74,2.38,6.26,2.55,GJ 3998,18.1459,0.5,M1,-1.387,3722.0,-0.16,
BD-08 2823 b,Radial Velocity,2009,0,5.6,3.61,12.7132,1.48,BD-08 2823,41.3342,0.5,K3 V,-0.626,4816.0,-0.06,4.5
BD-10 3166 b,Radial Velocity,2000,0,3.4877700000000003,14.1,187.5197,0.368,BD-10 3166,84.4069,1.47,K0 V,-0.191,5393.0,0.38,1.0
GJ 720 A b,Radial Velocity,2021,0,19.466,3.77,13.64,1.4,GJ 720 A,15.5575,0.5700000000000001,M0.5 V,-1.217,3837.0,-0.14,
BD-13 2130 b,Radial Velocity,2007,0,714.29999,12.5,3108.3774,8.75,BD-13 2130,925.214,2.12,G5 IV/V,2.043,4545.0,-0.08,0.74
HD 215152 d,Radial Velocity,2018,0,10.86499,1.48,2.801,4.75,HD 215152,21.5974,0.77,K3 V,-0.523,4935.0,-0.1,
AB Pic b,Imaging,2005,0,,12.3,4290.5,12.7,AB Pic,50.0475,0.9,K2 V,-0.226,5285.0,0.04,0.03
CoRoT-7 d,Radial Velocity,2022,0,8.966,4.31,17.142,1.18,CoRoT-7,159.906,0.92,G9 V,-0.292,5250.0,0.02,1.8
TOI-1338 b,Transit,2020,0,95.174,6.85,33.0,0.5599999999999999,TOI-1338 A,399.017,1.13,F8,0.329,6050.0,0.01,4.4
TOI-4603 b,Transit,2023,0,7.24599,11.68,4096.80817,14.1,TOI-4603,225.643,1.77,F,1.017,6264.0,0.342,1.6400000000000001
TOI-1338 c,Radial Velocity,2023,0,215.5,9.46,65.2,0.423,TOI-1338 A,399.017,1.13,F8,0.329,6050.0,0.01,4.4
KMT-2021-BLG-1105L b,Microlensing,2023,0,,13.6,413.17693,0.9029999999999999,KMT-2021-BLG-1105L,4540.0,0.63,,,,,
K2-415 b,Transit,2023,0,4.0179694,1.015,7.5,,K2-415,21.8182,0.16,M5 V,-2.455,3173.0,-0.13,
OGLE2-TR-L9 b,Transit,2008,0,2.4855335,18.046,1430.175,1.25,OGLE2-TR-L9,1627.63,1.52,,0.512,6933.0,-0.05,1.0
TOI-2081 b,Transit,2022,0,10.50534,2.04,4.82,3.12,TOI-2081,62.3446,0.54,M1.0,-1.338,3800.0,-0.5,
CFBDSIR J145829+101343 b,Imaging,2011,0,10037.5,12.4,3337.1,9.62,CFBDSIR J145829+101343,23.1,0.02,,,580.5,,
CoRoT-14 b,Transit,2010,0,1.51214,12.22,2415.4,7.3,CoRoT-14,1744.6,1.13,F9 V,0.11900000000000001,6035.0,0.05,4.2
EPIC 206024342 b,Transit,2019,0,4.50756,1.7000000000000002,3.5300000000000002,3.95,EPIC 206024342,369.888,0.93,,-0.17,5724.0,-0.22,
EPIC 201427007 b,Transit,2021,0,0.72091,1.5,2.8600000000000003,4.66,EPIC 201427007,706.391,0.93,,-0.049,5633.0,-0.053,
EPIC 206215704 b,Transit,2019,0,2.255436,1.0,0.9720000000000001,5.34,EPIC 206215704,109.888,0.41000000000000003,,-2.088,3297.0,-0.33,
EPIC 212297394 b,Transit,2019,0,2.289363,1.48,2.79,4.73,EPIC 212297394,418.395,0.8300000000000001,,-0.505,5171.0,-0.03,
EPIC 212499991 b,Transit,2019,0,34.885,1.6,3.19,4.28,EPIC 212499991,283.29,0.91,,-0.497,4982.79,,
EPIC 212737443 c,Transit,2019,0,65.55,2.69,7.7,2.17,EPIC 212737443,336.25,0.6900000000000001,K3,-0.804,4684.0,-0.137,
GJ 180 c,Radial Velocity,2014,0,24.329,2.41,6.4,2.51,GJ 180,11.9407,0.43,M2 V,-1.8860000000000001,3371.0,,
HD 111232 b,Radial Velocity,2003,0,1169.13201636,12.6,2626.8024,7.22,HD 111232,28.9571,0.96,G5 V,-0.161,5512.0,-0.43,5.2
GJ 3138 d,Radial Velocity,2017,0,257.8,3.23,10.5,1.71,GJ 3138,28.4712,0.68,M0,-1.347,3717.0,-0.3,
HD 134060 c,Radial Velocity,2019,0,1291.5646,5.91,29.29,0.7799999999999999,HD 134060,24.0125,1.09,G3 IV,0.158,5966.0,0.14,5.6
K2-98 b,Transit,2016,0,10.136448,5.2,32.2,2.15,K2-98,518.625,1.2,F8 V,0.504,6172.0,-0.06,5.2
GJ 433 b,Radial Velocity,2011,0,7.3705,2.33,6.043,2.63,GJ 433,9.06456,0.48,M1.5 V,-1.699,3461.0,-0.17,
GJ 433 d,Radial Velocity,2020,0,36.059,2.14,5.223,2.9299999999999997,GJ 433,9.06456,0.48,M2V,-1.475,3461.0,-0.17,
CoRoT-30 b,Transit,2020,0,9.06005,11.31,921.707,3.45,CoRoT-30,1032.23,0.98,G3 V,-0.197,5650.0,0.02,3.0
OGLE-2018-BLG-0532L b,Microlensing,2020,0,,2.37,6.228,2.57,OGLE-2018-BLG-0532L,773.0,0.2,,,,,
OGLE-2018-BLG-0383L b,Microlensing,2022,0,,2.41,6.4,2.51,OGLE-2018-BLG-0383L,7700.0,0.1,,,,,
KMT-2021-BLG-0322L b,Microlensing,2021,0,,12.7,2034.1018,5.46,KMT-2021-BLG-0322L,6600.0,0.62,,,,,
HATS-12 b,Transit,2016,0,3.142702,7.76,759.6137,1.12,HATS-12,746.138,1.16,F,0.863,6357.0,-0.1,2.36
HATS-49 b,Transit,2020,0,4.1480467,8.575,112.19399,0.986,HATS-49,324.413,0.71,,-0.785,4405.0,0.20800000000000002,10.5
TOI-1062 b,Transit,2021,0,4.11296,2.265,10.15,4.85,TOI-1062,82.1733,0.9400000000000001,G9 V,-0.274,5328.0,0.14,2.5
HD 10180 d,Radial Velocity,2010,0,16.357,3.45,11.75,1.5699999999999998,HD 10180,38.9607,1.06,G1 V,0.17300000000000001,5911.0,0.08,4.3
HD 102272 b,Radial Velocity,2008,0,127.58,12.9,1570.0802,4.02,HD 102272,347.097,1.45,K0,1.662,4790.0,-0.41000000000000003,
HD 42618 b,Radial Velocity,2016,0,149.61,3.89,14.4,1.3399999999999999,HD 42618,24.3358,1.01,G4 V,-0.009000000000000001,5727.0,-0.09,3.7199999999999998
OGLE-2018-BLG-0962L b,Microlensing,2021,0,,13.6,425.89007,0.9299999999999999,OGLE-2018-BLG-0962L,6500.0,0.54,,,,,
HD 110014 b,Radial Velocity,2009,0,835.477,12.4,3524.59,10.2,HD 110014,100.758,2.17,K2 III,2.304,4445.0,0.19,0.9500000000000001
HD 131496 b,Radial Velocity,2011,0,896.0,13.4,572.094,1.31,HD 131496,131.849,1.34,K0,0.991,4846.0,0.25,2.7
BD-17 63 b,Radial Velocity,2008,0,655.6,12.8,1620.9,4.25,BD-17 63,34.4603,0.74,K5 V,-0.678,4714.0,-0.03,4.3
TOI-1842 b,Transit,2021,0,9.5739,11.657,68.01528,0.252,TOI-1842,223.465,1.46,,0.74,6230.0,0.22,2.49
EPIC 201754305 d,Transit,2019,0,2.71578,1.03,1.08,5.43,K2-16,334.967,0.67,K3 V,-0.761,4761.0,-0.33,
EPIC 201841433 b,Transit,2019,0,4.1698,1.04,1.12,5.47,EPIC 201841433,436.488,0.8,,-0.635,5053.0,0.0,
HD 37605 b,Radial Velocity,2004,0,55.01292,13.2,854.9627,2.04,HD 37605,46.7864,0.9400000000000001,K0,-0.22,5329.0,0.27,5.65
HD 40307 d,Radial Velocity,2009,0,20.432,3.04,9.5,1.8599999999999999,HD 40307,12.9363,0.77,K2.5 V,-0.639,4956.0,-0.31,4.5
HD 75289 b,Radial Velocity,1999,0,3.50927,14.2,155.7367,0.299,HD 75289,29.1158,1.29,G0,0.312,6117.0,0.26,5.6
HD 73526 c,Radial Velocity,2005,0,379.1,13.3,715.09,1.67,HD 73526,97.2396,1.01,G6 V,0.338,5633.0,0.232,9.59
HD 46375 b,Radial Velocity,2000,0,3.023573,10.0,71.8,0.39499999999999996,HD 46375,29.5529,0.92,K1 IV-V,-0.245,5285.0,0.24,9.0
HD 7924 c,Radial Velocity,2015,0,15.299,2.7199999999999998,7.86,2.15,HD 7924,16.9922,0.8300000000000001,K0.5 V,-0.41400000000000003,5075.0,-0.15,0.88
G 264-012 c,Radial Velocity,2021,0,8.0518,1.76,3.75,3.78,G 264-012,16.009,0.3,M4.0 V,-1.972,3326.0,0.1,
HD 23127 b,Radial Velocity,2006,0,1211.17,13.5,485.32641,1.08,HD 23127,93.8555,1.21,G2 V,0.452,5843.0,0.29,4.508
HD 233832 b,Radial Velocity,2018,0,2058.0,13.5,565.7374,1.26,HD 233832,58.742,0.71,G0,-0.523,4981.0,-0.66,5.417
HD 238090 b,Radial Velocity,2020,0,13.671,2.52,6.890000000000001,2.37,HD 238090,15.2354,0.58,M0.0 V,-1.154,3933.0,-0.03,
HD 30856 b,Radial Velocity,2011,0,847.0,13.5,491.68301,1.1,HD 30856,131.199,1.17,K0 III,0.996,4895.0,-0.06,3.8
HD 212301 b,Radial Velocity,2005,0,2.24571,14.2,162.0933,0.311,HD 212301,54.2304,1.55,F8 V,0.243,6239.0,0.18,1.0
HD 213240 b,Radial Velocity,2001,0,882.70001,12.8,1773.4914,4.65,HD 213240,40.8707,1.57,G0/1 V,0.429,5979.0,0.15,4.6
HD 215497 b,Radial Velocity,2009,0,3.93404,2.4,6.3566,2.5300000000000002,HD 215497,40.5468,0.67,K3 V,-0.41000000000000003,5110.0,0.2,7.0
HD 216437 b,Radial Velocity,2002,0,1334.28,13.3,706.53609,1.65,HD 216437,26.6902,1.17,G2/3IV,0.35000000000000003,5909.0,0.2,4.75
TOI-2202 c,Transit Timing Variations,2021,0,24.6744,13.4,117.27868,0.26799999999999996,TOI-2202,235.933,0.8200000000000001,K8 V,-0.401,5144.0,0.04,7.48
K2-60 b,Transit,2016,0,3.00265,7.656,135.39558,1.7,K2-60,491.87,0.97,G4 V,0.28200000000000003,5500.0,0.01,10.0
GJ 357 b,Transit,2019,0,3.93072,1.217,1.84,5.6,GJ 357,9.44181,0.34,M2.5 V,-1.798,3505.0,-0.12,
DMPP-3 A b,Radial Velocity,2019,0,6.6732,1.4100000000000001,2.58,5.06,DMPP-3 A,45.23,0.87,K0 V,-0.293,5138.0,0.18,10.9
HATS-77 b,Transit,2021,0,3.0876262,13.058,436.69623,1.077,HATS-77,436.176,0.66,,-0.992,4071.0,0.253,12.1
Kepler-167 c,Transit,2014,0,7.406106,1.674,3.44,4.03,Kepler-167,341.908,0.78,K4,-0.539,4884.0,0.02,7.1
Kepler-37 e,Transit Timing Variations,2014,0,51.196,0.37,0.027500000000000004,2.98,Kepler-37,63.9207,0.8,,-0.322,5288.0,-0.3,10.0
HD 28254 b,Radial Velocity,2010,0,1116.0,13.7,368.67,0.7879999999999999,HD 28254,55.2884,1.06,G1 IV/V,0.34,5664.0,0.06,
HD 13808 b,Radial Velocity,2021,0,14.1815,3.35,11.2,1.6400000000000001,HD 13808,28.2305,0.77,K2 V,-0.435,5035.0,-0.21,7.2
HD 4208 b,Radial Velocity,2001,0,832.97,13.9,257.4423,0.527,HD 4208,34.1937,0.88,G7 V Fe-1 CH-0.5,-0.1,5717.0,-0.28,3.813
HAT-P-32 b,Transit,2011,0,2.1500082,22.194,216.1244,0.108,HAT-P-32,289.205,1.13,,0.338,6001.0,-0.16,2.7
nu Oct A b,Radial Velocity,2016,1,417.0,13.3,762.78818,1.7799999999999998,nu Oct A,21.1999,1.6099999999999999,K1 IIIb-IV,1.23,4860.0,0.18,2.8
HD 69830 b,Radial Velocity,2006,0,8.667,3.17,10.2,1.76,HD 69830,12.5591,0.86,K0V,-0.22,5385.0,-0.05,7.0
HD 180053 b,Radial Velocity,2018,0,213.72,13.3,697.31902,1.63,HD 180053,137.043,1.75,K0,1.099,5131.0,0.25,
HD 18015 b,Radial Velocity,2018,0,2278.0,13.1,1010.6994,2.4699999999999998,HD 18015,123.801,1.49,G6 IV,0.974,5603.0,-0.081,
TOI-1272 c,Radial Velocity,2022,0,8.689,5.59,26.7,0.84,TOI-1272,137.572,0.85,,-0.438,4985.0,0.17,3.65
TOI-1288 c,Radial Velocity,2022,0,443.0,11.0,84.0,0.347,TOI-1288,114.865,0.89,G V,-0.167,5225.0,0.07,12.1
Kepler-134 c,Transit,2014,0,10.105785,1.26,2.13,5.85,Kepler-134,334.797,1.06,,0.061,5983.0,-0.20700000000000002,3.55
TOI-1669 b,Radial Velocity,2023,0,502.0,14.1,182.11568,0.357,TOI-1669,111.276,1.0,,-0.01,5542.3,0.26,
TOI-3540 A b,Transit,2022,0,3.119999,23.539,375.03752,0.065,TOI-3540 A,,1.08,,0.19,5810.0,0.176,6.0
HD 181342 b,Radial Velocity,2009,0,564.1,13.2,807.2882,1.93,HD 181342,120.391,1.69,K0 III,1.079,4945.0,0.26,1.8
HD 181433 b,Radial Velocity,2008,0,9.3743,2.4,6.3566,2.5300000000000002,HD 181433,26.8762,0.63,K3 IV,-0.456,4918.0,0.38,6.7
HD 11505 b,Radial Velocity,2022,0,32669.2224679,12.6,2649.58135,7.28,HD 11505,38.9679,1.03,,0.151,5757.15,-0.22,
HD 181234 b,Radial Velocity,2019,0,7593.40511644,12.5,2981.01296,8.39,HD 181234,47.7458,0.9400000000000001,G5,-0.099,5386.0,0.32,6.32
HD 187123 c,Radial Velocity,2008,0,3810.0,13.4,632.46,1.44,HD 187123,45.9548,1.04,G3 V,0.127,5790.0,0.09,7.4
K2-291 b,Transit,2019,0,2.225177,1.589,6.49,8.84,K2-291,90.0562,0.93,,-0.166,5520.0,0.08,3.7199999999999998
HD 204313 c,Radial Velocity,2015,0,34.95875432,4.32,17.20043,1.17,HD 204313,47.7945,1.03,G5 V,0.1,5776.0,0.18,3.38
HD 221420 b,Radial Velocity,2019,0,8615.41549088,12.1,6363.40183,19.7,HD 221420,31.1415,1.06,G2 V,0.603,5847.0,0.33,3.65
HD 224538 b,Radial Velocity,2016,0,1202.05198926,12.7,2234.17873,5.99,HD 224538,79.0608,1.23,F9 IV/V,0.47000000000000003,6097.0,0.27,2.0
WASP-52 b,Transit,2012,0,1.7497798,14.24,146.2,0.29,WASP-52,174.818,0.87,K2 V,-0.354,5000.0,0.03,0.4
KELT-3 b,Transit,2013,0,2.7033899999999997,17.486,616.5902,0.75,KELT-3,210.252,1.96,,0.625,6304.0,0.05,3.0
HD 205739 b,Radial Velocity,2008,0,279.8,13.6,435.41,0.951,HD 205739,92.5087,1.22,F7 V,0.36,6176.0,0.19,2.84
HD 20868 b,Radial Velocity,2008,0,380.85001,13.7,397.2875,0.849,HD 20868,47.7223,0.39,K3/4 IV,-0.529,4802.0,0.05,4.5
HD 211810 b,Radial Velocity,2018,0,1558.0,14.0,212.9461,0.426,HD 211810,64.6353,1.03,G5,0.07,5652.0,0.17,
Kepler-32 c,Transit,2011,0,8.7522,2.0,158.9,,Kepler-32,323.847,0.58,M1 V,-1.292,3900.0,0.0,2.69
Kepler-165 c,Transit,2014,0,15.31299,2.23,5.6,2.77,Kepler-165,560.885,0.79,,-0.47200000000000003,5211.0,0.12,10.5
Kepler-197 d,Transit,2014,0,15.677563,1.22,1.98,5.99,Kepler-197,330.575,0.86,,0.222,6004.0,-0.441,5.37
HD 4732 c,Radial Velocity,2012,0,2732.0,13.3,753.23,1.76,HD 4732,54.7841,1.74,K0 IV,1.19,4959.0,0.01,1.47
HD 21411 b,Radial Velocity,2019,0,84.288,9.52,65.9,0.42,HD 21411,29.1328,0.89,G8 V,-0.266,5605.0,-0.265,
HD 73526 b,Radial Velocity,2002,0,188.3,13.1,978.9164,2.39,HD 73526,97.2396,1.1400000000000001,G6 V,0.338,5601.0,0.22,9.2
HD 73534 b,Radial Velocity,2008,0,1750.0,13.7,353.42696,0.755,HD 73534,83.3321,1.16,G5,0.522,4917.0,0.232,7.04
GJ 411 b,Radial Velocity,2019,0,12.9394,1.45,2.69,4.85,GJ 411,5.6757729999999995,0.39,M1.5 V,-1.71,3719.0,-0.362,8.047
GJ 687 b,Radial Velocity,2014,0,38.142,4.32,17.2,1.17,GJ 687,4.54939,0.4,M3 V,-1.6720000000000002,3413.0,0.063,
GJ 887 b,Radial Velocity,2020,0,9.262,1.88,4.2,3.4699999999999998,GJ 887,3.29,0.49,M1 V,-1.434,3688.0,-0.06,2.88
HD 64114 b,Radial Velocity,2019,0,45.791,4.41,17.8,1.14,HD 64114,31.5262,0.9500000000000001,G7 V,-0.137,5676.0,,
HD 220842 b,Radial Velocity,2016,0,218.47,13.1,1010.6994,2.4699999999999998,HD 220842,64.6498,1.13,F8,0.357,5960.0,-0.17,
HD 221585 b,Radial Velocity,2016,0,1173.0,13.5,511.7063,1.14,HD 221585,55.8535,1.19,G8 IV,0.422,5620.0,0.29,6.2
HD 238914 b,Radial Velocity,2018,0,4100.0,12.8,1906.98,5.0,HD 238914,519.452,1.47,K7,1.85,4769.0,-0.25,
HD 76920 b,Radial Velocity,2017,0,415.4,13.0,1249.0719,3.12,HD 76920,184.031,1.17,K1 III,1.38,4698.0,-0.11,7.1
HD 20781 b,Radial Velocity,2019,0,5.3135,1.21,1.9300000000000002,5.99,HD 20781,35.9715,0.7000000000000001,K0 V,-0.31,5256.0,-0.11,
HD 67087 c,Radial Velocity,2015,0,2374.0,12.9,1540.0,3.94,HD 67087,76.5217,1.3599999999999999,F8 V,0.54,6330.0,0.25,1.45
HD 65216 c,Radial Velocity,2013,0,5370.0,13.4,645.1949,1.47,HD 65216,35.1205,0.87,G5 V,-0.15,5612.0,-0.168,4.0
HD 290327 b,Radial Velocity,2009,0,2443.0,13.3,772.3269,1.7999999999999998,HD 290327,56.433,0.84,G8 V,-0.14,5505.0,-0.14,
HD 30562 b,Radial Velocity,2009,0,1157.0,13.7,387.7526,0.829,HD 30562,26.1597,1.12,F8 V,0.45,5882.0,0.2,3.6
HD 4313 b,Radial Velocity,2009,0,356.21,13.4,612.45841,1.4,HD 4313,136.308,1.63,G5,1.149,4943.0,0.14,2.0
HD 330075 b,Radial Velocity,2004,0,3.38773,14.3,152.5584,0.287,HD 330075,45.2989,0.47000000000000003,K1,-0.33,5000.0,0.05,6.2
HD 31253 b,Radial Velocity,2010,0,466.0,14.1,197.0546,0.386,HD 31253,58.1438,1.7000000000000002,F8,0.517,6130.0,0.17,3.0
HD 31527 b,Radial Velocity,2019,0,16.5535,3.22,10.47,1.72,HD 31527,38.4473,0.96,G2 V,0.079,5898.0,-0.17,
HIP 65 A b,Transit,2020,0,0.9809734,22.754,1021.18779,0.48,HIP 65 A,61.7856,0.78,K4 V,-0.678,4590.0,0.18,4.1
MASCARA-1 b,Transit,2017,0,2.14877381,17.901,1175.971,1.5,MASCARA-1,182.273,1.9,A8,1.083,7490.0,0.15,0.8
HD 206893 b,Imaging,2021,0,9350.0,14.011,8899.1954,17.8,HD 206893,40.7583,1.32,F5 V,0.456,6500.0,,0.155
TRAPPIST-1 b,Transit,2016,0,1.510826,1.116,1.374,5.441939,TRAPPIST-1,12.4298888,0.09,,-3.257,2566.0,0.04,0.5
WD 1856+534 b,Transit,2020,0,1.4079405,10.4,4386.054,21.4,WD 1856+534,24.7359,0.52,,-4.12,4710.0,,7.93
HD 158259 f,Radial Velocity,2020,0,12.028,2.35,6.14,2.6,HD 158259,27.0498,1.08,G0,0.212,5801.89,,
TOI-3693 b,Transit,2022,0,9.088516,12.599,324.18498,0.89,TOI-3693,176.436,0.87,,-0.34400000000000003,5321.0,0.07100000000000001,3.0
NGTS-24 b,Transit,2022,0,3.4678796,13.608,165.27077,0.36,NGTS-24,683.062,1.26,G2 IV,0.446,5820.0,0.27,4.77
LP 890-9 c,Transit,2022,0,8.457463,1.367,25.3,,LP 890-9,32.4298,0.12,M6 V,-2.841,2850.0,-0.028,7.2
Kepler-134 b,Transit,2014,0,5.317429,2.0,4.66,3.2,Kepler-134,334.797,1.06,,0.061,5983.0,-0.20700000000000002,3.55
TOI-1136 b,Transit,2022,0,4.17278,1.9,4.27,3.42,TOI-1136,84.5362,1.02,,-0.021,5770.0,0.07,0.7000000000000001
TOI-1136 g,Transit,2022,0,39.5387,2.5300000000000002,6.94,2.35,TOI-1136,84.5362,1.02,,-0.021,5770.0,0.07,0.7000000000000001
K2-219 b,Transit,2018,0,3.901287,1.348,2.38,5.34,K2-219,325.4,1.02,,0.151,5753.0,0.13,
HD 40307 b,Radial Velocity,2009,0,4.3123000000000005,1.83,4.0,3.59,HD 40307,12.9363,0.77,K2.5 V,-0.639,4956.0,-0.31,4.5
HATS-70 b,Transit,2019,0,1.8882378,15.513,4100.007,6.64,HATS-70,1458.83,1.78,,1.079,7930.0,0.041,0.81
HAT-P-61 b,Transit,2021,0,1.9023128900000001,10.077,335.94463,1.7999999999999998,HAT-P-61,338.84,1.0,,-0.115,5587.0,0.194,2.6
HD 158259 b,Radial Velocity,2020,0,2.178,1.2850000000000001,2.22,6.12,HD 158259,27.0498,1.08,G0,0.212,5801.89,,
HAT-P-38 b,Transit,2012,0,4.640382,9.247,84.857,0.59,HAT-P-38,255.206,0.89,G5,-0.20800000000000002,5330.0,0.06,10.1
HAT-P-14 b,Transit,2010,0,4.62767,15.917,1093.3352,1.56,HAT-P-14,222.663,2.65,F5 V,0.644,6600.0,0.11,1.6
HD 12661 b,Radial Velocity,2000,0,262.70862,13.3,772.3269,1.7999999999999998,HD 12661,37.8478,1.2,K0,0.133,5645.0,0.36,6.39
HD 4203 b,Radial Velocity,2001,0,431.88,13.3,708.7609,1.66,HD 4203,81.3795,1.25,G5,0.293,5596.0,0.4,8.52
HATS-7 b,Transit,2015,0,3.185315,6.311,38.1396,0.83,HATS-7,240.707,0.85,K2,-0.434,4985.0,0.25,7.8
CoRoT-13 b,Transit,2010,0,4.03519,9.92,415.704,2.34,CoRoT-13,1148.93,1.09,G0 V,0.073,5945.0,0.01,1.635
GJ 1132 c,Radial Velocity,2018,0,8.929,1.43,2.64,4.96,GJ 1132,12.613,0.18,M4.5 V,-2.359,3270.0,-0.12,5.0
Kepler-716 b,Transit,2016,0,10.37168453,2.9,8.75,1.97,Kepler-716,635.009,0.8300000000000001,,-0.504,5099.0,0.0,4.57
HD 220689 b,Radial Velocity,2012,0,2266.4,13.7,355.33394,0.759,HD 220689,46.8778,1.02,G3 V,0.093,5921.0,-0.07,4.586
Kepler-773 b,Transit,2016,0,3.74910006,1.43,2.63,4.9399999999999995,Kepler-773,547.026,1.04,,0.095,5850.0,0.05,2.8200000000000003
HD 49674 b,Radial Velocity,2002,0,4.94737,6.2,31.783,0.733,HD 49674,43.0399,1.03,G5 V,-0.022,5602.0,0.32,3.62
30 Ari B b,Radial Velocity,2009,0,335.10001,12.3,4392.4106,13.0,30 Ari B,44.657,1.9300000000000002,F6 V,0.381,6331.0,0.19,0.91
HD 62509 b,Radial Velocity,2006,0,589.64,13.3,731.0,1.71,HD 62509,10.34,2.0,K0IIIvar,1.612,4892.63,0.10300000000000001,0.98
HD 208527 b,Radial Velocity,2012,0,875.5,12.5,3146.4,8.85,HD 208527,312.202,1.6,M1 III,2.863,4035.0,-0.09,2.0
HD 167768 b,Radial Velocity,2022,0,20.6532,13.9,270.15415,0.5529999999999999,HD 167768,107.214,1.08,G8 III,1.669,4851.0,-0.67,5.31
Kepler-720 b,Transit,2016,0,4.70832654,8.41,53.4,0.493,Kepler-720,1065.37,0.9500000000000001,,0.032,5618.0,0.0,3.63
HD 158259 d,Radial Velocity,2020,0,5.1980814,2.18,5.41,2.87,HD 158259,27.0498,1.08,G0,0.212,5801.89,,
HD 207897 b,Transit,2021,0,16.202159,2.501,14.4,5.05,HD 207897,28.2938,0.8,K0 V,-0.444,5070.0,-0.042,7.1
HD 28109 d,Transit,2022,0,84.25999,3.25,5.681,0.9089999999999999,HD 28109,139.611,1.26,F8/G0 V,0.456,6120.0,0.0,1.1
HD 73583 c,Transit,2022,0,18.879739999999998,2.39,9.7,3.88,HD 73583,31.5666,0.73,K4 V,-0.76,4511.0,0.0,0.48
47 UMa c,Radial Velocity,2001,0,2391.0,14.2,171.621,0.32899999999999996,47 UMa,13.7967,1.06,G1 V,0.198,5872.0,0.04,6.48
